"Rank","StoreIndex","MappingIndex","Name","Bytes","MiB","Family","ProposedVerdict","Reason","ProofGate"
"596","271","0","System.Security.Cryptography.OpenSsl.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"597","459","0","System.Security.Cryptography.Pkcs.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"598","273","0","System.Security.Cryptography.Primitives.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"599","461","0","System.Security.Cryptography.ProtectedData.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"600","275","0","System.Security.Cryptography.X509Certificates.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"601","463","0","System.Security.Cryptography.Xml.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"602","285","0","System.Security.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"603","465","0","System.Security.Permissions.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"604","281","0","System.Security.Principal.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"605","279","0","System.Security.Principal.Windows.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"606","283","0","System.Security.SecureString.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"607","473","0","System.ServiceModel.Duplex.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"608","467","0","System.ServiceModel.Http.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"609","469","0","System.ServiceModel.NetFramingBase.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"610","471","0","System.ServiceModel.NetTcp.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"611","479","0","System.ServiceModel.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"612","475","0","System.ServiceModel.Primitives.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"613","477","0","System.ServiceModel.Security.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"614","481","0","System.ServiceModel.Syndication.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"615","287","0","System.ServiceModel.Web.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"616","289","0","System.ServiceProcess.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"617","483","0","System.ServiceProcess.ServiceController.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"618","485","0","System.Speech.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"619","291","0","System.Text.Encoding.CodePages.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"620","293","0","System.Text.Encoding.Extensions.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"621","295","0","System.Text.Encoding.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"622","297","0","System.Text.Encodings.Web.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"623","299","0","System.Text.Json.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"624","301","0","System.Text.RegularExpressions.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"625","303","0","System.Threading.AccessControl.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"626","305","0","System.Threading.Channels.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"627","323","0","System.Threading.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"628","307","0","System.Threading.Overlapped.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"629","309","0","System.Threading.Tasks.Dataflow.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"630","311","0","System.Threading.Tasks.Extensions.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"631","315","0","System.Threading.Tasks.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"632","313","0","System.Threading.Tasks.Parallel.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"633","317","0","System.Threading.Thread.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"634","319","0","System.Threading.ThreadPool.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"635","321","0","System.Threading.Timer.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"636","325","0","System.Transactions.Local.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"637","327","0","System.Transactions.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"638","329","0","System.ValueTuple.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"639","331","0","System.Web.HttpUtility.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"640","333","0","System.Web.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"641","487","0","System.Web.Services.Description.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"642","489","0","System.Windows.Extensions.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"643","335","0","System.Windows.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"644","337","0","System.Xml.Linq.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"645","353","0","System.Xml.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"646","339","0","System.Xml.ReaderWriter.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"647","341","0","System.Xml.Serialization.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"648","343","0","System.Xml.XDocument.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"649","349","0","System.Xml.XmlDocument.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"650","351","0","System.Xml.XmlSerializer.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"651","347","0","System.Xml.XPath.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"652","345","0","System.Xml.XPath.XDocument.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"653","537","0","tr/Microsoft.CodeAnalysis.CSharp.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"654","511","0","tr/Microsoft.CodeAnalysis.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"655","563","0","tr/System.ServiceModel.Http.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"656","589","0","tr/System.ServiceModel.NetFramingBase.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"657","615","0","tr/System.ServiceModel.NetTcp.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"658","641","0","tr/System.ServiceModel.Primitives.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"659","667","0","tr/System.Web.Services.Description.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"660","357","0","WindowsBase.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"661","539","0","zh-Hans/Microsoft.CodeAnalysis.CSharp.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"662","513","0","zh-Hans/Microsoft.CodeAnalysis.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"663","565","0","zh-Hans/System.ServiceModel.Http.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"664","591","0","zh-Hans/System.ServiceModel.NetFramingBase.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"665","617","0","zh-Hans/System.ServiceModel.NetTcp.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"666","643","0","zh-Hans/System.ServiceModel.Primitives.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"667","669","0","zh-Hans/System.Web.Services.Description.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"668","541","0","zh-Hant/Microsoft.CodeAnalysis.CSharp.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"669","515","0","zh-Hant/Microsoft.CodeAnalysis.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"670","567","0","zh-Hant/System.ServiceModel.Http.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"671","593","0","zh-Hant/System.ServiceModel.NetFramingBase.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"672","619","0","zh-Hant/System.ServiceModel.NetTcp.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"673","645","0","zh-Hant/System.ServiceModel.Primitives.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
"674","671","0","zh-Hant/System.Web.Services.Description.resources.ni.dll","0","0","STORE_SLOT","FORMAT_SLOT","Zero-byte native-image mapping slot; no managed payload.","Assembly-store structural validation only."
